date,stock_id,type,value,origin_name
2024/3/18,xxx,AccountsPayable,0,
2024/3/18,xxx,AccountsPayable_per,0,
2024/3/18,xxx,AccountsReceivableNet,0,
2024/3/18,xxx,AccountsReceivableNet_per,0,
2024/3/18,xxx,CapitalStock,0,
2024/3/18,xxx,CapitalStock_per,0,
2024/3/18,xxx,CapitalSurplus,0,
2024/3/18,xxx,CapitalSurplus_per,0,
2024/3/18,xxx,CapitalSurplusAdditionalPaidInCapital,0,
2024/3/18,xxx,CapitalSurplusAdditionalPaidInCapital_per,0,
2024/3/18,xxx,CashAndCashEquivalents,0,
2024/3/18,xxx,CashAndCashEquivalents_per,0,
2024/3/18,xxx,CurrentAssets,0,
2024/3/18,xxx,CurrentAssets_per,0,
2024/3/18,xxx,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss,0,
2024/3/18,xxx,CurrentFinancialAssetsAtFairvalueThroughProfitOrLoss_per,0,
2024/3/18,xxx,CurrentIncomeTaxAssets,0,
2024/3/18,xxx,CurrentIncomeTaxAssets_per,0,
2024/3/18,xxx,CurrentLiabilities,0,
2024/3/18,xxx,CurrentLiabilities_per,0,
2024/3/18,xxx,DeferredTaxAssets,0,
2024/3/18,xxx,DeferredTaxAssets_per,0,
2024/3/18,xxx,Equity_per,0,
2024/3/18,xxx,EquityAttributableToOwnersOfParent,0,
2024/3/18,xxx,EquityAttributableToOwnersOfParent_per,0,
2024/3/18,xxx,EquivalentIssueSharesOfAdvanceReceiptsForOrdinaryShare,0,
2024/3/18,xxx,IntangibleAssets,0,
2024/3/18,xxx,IntangibleAssets_per,0,
2024/3/18,xxx,Inventories,0,
2024/3/18,xxx,Inventories_per,0,
2024/3/18,xxx,LegalReserve,0,
2024/3/18,xxx,LegalReserve_per,0,
2024/3/18,xxx,Liabilities,0,
2024/3/18,xxx,Liabilities_per,0,
2024/3/18,xxx,LongtermBorrowings,0,
2024/3/18,xxx,LongtermBorrowings_per,0,
2024/3/18,xxx,NoncontrollingInterests,0,
2024/3/18,xxx,NoncontrollingInterests_per,0,
2024/3/18,xxx,NoncurrentAssets_per,0,
2024/3/18,xxx,NoncurrentLiabilities,0,
2024/3/18,xxx,NoncurrentLiabilities_per,0,
2024/3/18,xxx,NumberOfSharesInEntityHeldByEntityAndByItsSubsidiaries,0,
2024/3/18,xxx,OrdinaryShare,0,
2024/3/18,xxx,OrdinaryShare_per,0,
2024/3/18,xxx,OtherCurrentLiabilities,0,
2024/3/18,xxx,OtherCurrentLiabilities_per,0,
2024/3/18,xxx,OtherEquityInterest,0,
2024/3/18,xxx,OtherEquityInterest_per,0,
2024/3/18,xxx,OtherNoncurrentAssets,0,
2024/3/18,xxx,OtherNoncurrentAssets_per,0,
2024/3/18,xxx,OtherNoncurrentLiabilities,0,
2024/3/18,xxx,OtherNoncurrentLiabilities_per,0,
2024/3/18,xxx,OtherPayables,0,
2024/3/18,xxx,OtherPayables_per,0,
2024/3/18,xxx,OtherReceivable,0,
2024/3/18,xxx,OtherReceivable_per,0,
2024/3/18,xxx,PropertyPlantAndEquipment_per,0,
2024/3/18,xxx,RetainedEarnings,0,
2024/3/18,xxx,RetainedEarnings_per,0,
2024/3/18,xxx,ShorttermBorrowings,0,
2024/3/18,xxx,ShorttermBorrowings_per,0,
2024/3/18,xxx,TotalAssets_per,0,
2024/3/18,xxx,TotalLiabilitiesEquity_per,0,
2024/3/18,xxx,UnappropriatedRetainedEarningsAaccumulatedDeficit,0,
2024/3/18,xxx,UnappropriatedRetainedEarningsAaccumulatedDeficit_per,0,
2024/3/18,xxx,BillsReceivableNet,0,
2024/3/18,xxx,BillsReceivableNet_per,0,
2024/3/18,xxx,PropertyPlantAndEquipment,0,
2024/3/18,xxx,NoncurrentAssets,0,
2024/3/18,xxx,TotalAssets,0,
2024/3/18,xxx,Equity,0,
2024/3/18,xxx,TotalLiabilitiesEquity,0,
2024/3/18,xxx,Prepayments,0,
2024/3/18,xxx,Prepayments_per,0,
2024/3/18,xxx,OtherCurrentAssets,0,
2024/3/18,xxx,OtherCurrentAssets_per,0,
